time,ax,ay,az,wx,wy,wz
2022-02-17 5:51:46.5730 p.m.,-0.18,0.03,-0.24,0.11,0.07,-0.01
2022-02-17 5:51:46.5830 p.m.,-0.03,0.04,-0.42,0.12,0.1,-0.01
2022-02-17 5:51:46.5940 p.m.,-0.03,0.04,-0.42,0.08,0.12,-0.01
2022-02-17 5:51:46.6040 p.m.,-0.07,0.0,-0.36,0.02,0.15,-0.0
2022-02-17 5:51:46.6140 p.m.,-0.07,0.01,-0.25,-0.07,0.16,-0.0
2022-02-17 5:51:46.6240 p.m.,0.05,0.01,-0.23,-0.14,0.19,-0.01
2022-02-17 5:51:46.6340 p.m.,0.12,-0.06,-0.31,-0.18,0.27,-0.01
2022-02-17 5:51:46.6440 p.m.,0.1,-0.08,-0.54,-0.19,0.37,-0.01
2022-02-17 5:51:46.6540 p.m.,0.11,-0.1,-0.81,-0.15,0.44,-0.03
2022-02-17 5:51:46.6640 p.m.,0.0,-0.22,-0.97,-0.1,0.5,-0.05
2022-02-17 5:51:46.6740 p.m.,-0.03,-0.33,-1.09,-0.07,0.49,-0.06
2022-02-17 5:51:46.6840 p.m.,-0.19,-0.35,-1.18,-0.05,0.44,-0.04
2022-02-17 5:51:46.6940 p.m.,-0.39,-0.14,-0.93,-0.07,0.5,-0.05
2022-02-17 5:51:46.7040 p.m.,-0.51,-0.02,-0.89,-0.13,0.61,-0.06
2022-02-17 5:51:46.7140 p.m.,-0.3,-0.2,-1.02,-0.14,0.6,-0.12
2022-02-17 5:51:46.7240 p.m.,-0.29,-0.52,-0.98,-0.12,0.55,-0.14
2022-02-17 5:51:46.7350 p.m.,-0.5,-0.69,-0.7,-0.08,0.48,-0.13
2022-02-17 5:51:46.7440 p.m.,-0.62,-0.49,-0.57,-0.02,0.45,-0.14
2022-02-17 5:51:46.7540 p.m.,-0.49,-0.35,-0.78,0.03,0.46,-0.15
2022-02-17 5:51:46.7640 p.m.,-0.49,-0.41,-1.12,0.06,0.55,-0.16
2022-02-17 5:51:46.7740 p.m.,-0.59,-0.6,-1.41,0.11,0.68,-0.16
2022-02-17 5:51:46.7850 p.m.,-0.41,-0.67,-1.68,0.15,0.8,-0.15
2022-02-17 5:51:46.7950 p.m.,-0.15,-0.63,-1.73,0.18,0.91,-0.15
2022-02-17 5:51:46.8040 p.m.,-0.11,-0.63,-1.72,0.21,1.01,-0.17
2022-02-17 5:51:46.8140 p.m.,-0.21,-0.73,-1.76,0.26,1.06,-0.21
2022-02-17 5:51:46.8240 p.m.,-0.3,-0.88,-1.95,0.32,1.1,-0.25
2022-02-17 5:51:46.8350 p.m.,-0.38,-0.89,-2.23,0.34,1.17,-0.27
2022-02-17 5:51:46.8440 p.m.,-0.4,-0.75,-2.53,0.29,1.31,-0.28
2022-02-17 5:51:46.8550 p.m.,-0.29,-0.59,-2.69,0.14,1.43,-0.31
2022-02-17 5:51:46.8650 p.m.,-0.26,-0.5,-2.55,-0.08,1.51,-0.38
2022-02-17 5:51:46.8750 p.m.,-0.27,-0.72,-2.04,-0.31,1.61,-0.49
2022-02-17 5:51:46.8850 p.m.,-0.24,-1.09,-1.66,-0.47,1.73,-0.6
2022-02-17 5:51:46.8950 p.m.,-0.23,-1.26,-1.64,-0.52,1.86,-0.66
2022-02-17 5:51:46.9050 p.m.,-0.28,-1.23,-1.91,-0.44,1.97,-0.7
2022-02-17 5:51:46.9150 p.m.,-0.24,-1.18,-2.43,-0.28,2.05,-0.74
2022-02-17 5:51:46.9250 p.m.,-0.31,-1.17,-3.35,-0.11,2.12,-0.81
2022-02-17 5:51:46.9360 p.m.,-0.31,-1.17,-3.35,-0.06,2.21,-0.88
2022-02-17 5:51:46.9450 p.m.,-0.33,-0.74,-3.36,-0.21,2.29,-0.92
2022-02-17 5:51:46.9550 p.m.,-0.37,-0.6,-2.64,-0.53,2.36,-0.98
2022-02-17 5:51:46.9650 p.m.,-0.62,-0.88,-1.59,-0.92,2.39,-1.14
2022-02-17 5:51:46.9750 p.m.,-0.88,-1.35,-0.47,-1.27,2.4,-1.38
2022-02-17 5:51:46.9850 p.m.,-1.12,-1.82,0.47,-1.5,2.37,-1.63
2022-02-17 5:51:46.9950 p.m.,-1.04,-2.01,0.75,-1.56,2.34,-1.85
2022-02-17 5:51:47.0050 p.m.,-0.72,-1.96,0.31,-1.55,2.27,-2.06
2022-02-17 5:51:47.0150 p.m.,-0.55,-2.56,-0.7,-1.44,2.07,-2.07
2022-02-17 5:51:47.0250 p.m.,-0.38,-1.66,-1.01,-1.27,2.09,-2.0
2022-02-17 5:51:47.0360 p.m.,-0.11,-0.29,-1.85,-1.09,2.17,-1.82
2022-02-17 5:51:47.0460 p.m.,0.35,-0.13,-2.65,-0.96,2.37,-1.63
2022-02-17 5:51:47.0540 p.m.,0.22,0.11,-2.72,-0.96,2.7,-1.47
2022-02-17 5:51:47.0660 p.m.,-0.29,-0.16,-1.98,-1.01,3.0,-1.39
2022-02-17 5:51:47.0760 p.m.,-0.63,-0.7,-0.63,-1.07,3.13,-1.4
2022-02-17 5:51:47.0860 p.m.,-0.79,-1.31,0.75,-1.02,3.02,-1.51
2022-02-17 5:51:47.0960 p.m.,-1.07,-1.75,1.37,-0.68,2.65,-1.66
2022-02-17 5:51:47.1060 p.m.,-0.97,-1.76,1.44,-0.24,2.09,-1.75
2022-02-17 5:51:47.1160 p.m.,-0.58,-1.34,0.68,0.08,1.89,-1.75
2022-02-17 5:51:47.1260 p.m.,-0.16,-1.05,-0.53,0.14,2.02,-1.76
2022-02-17 5:51:47.1360 p.m.,0.19,-0.42,-1.11,0.03,2.36,-1.82
2022-02-17 5:51:47.1460 p.m.,0.37,-0.17,-0.83,-0.09,2.94,-1.84
2022-02-17 5:51:47.1560 p.m.,0.34,-0.6,-1.21,-0.23,3.37,-1.82
2022-02-17 5:51:47.1660 p.m.,0.03,-0.62,-0.7,-0.14,3.55,-1.93
2022-02-17 5:51:47.1760 p.m.,-0.29,-1.26,0.63,0.18,3.54,-2.14
2022-02-17 5:51:47.1860 p.m.,-0.75,-1.74,1.08,0.6,3.49,-2.31
2022-02-17 5:51:47.1960 p.m.,-0.82,-1.94,0.87,0.99,3.34,-2.35
2022-02-17 5:51:47.2060 p.m.,-0.75,-1.42,0.93,1.16,3.05,-2.25
2022-02-17 5:51:47.2160 p.m.,-0.77,-0.11,1.59,1.1,2.67,-2.17
2022-02-17 5:51:47.2260 p.m.,-0.84,0.81,2.53,0.86,2.26,-2.18
2022-02-17 5:51:47.2370 p.m.,-1.14,0.79,3.24,0.52,1.97,-2.25
2022-02-17 5:51:47.2470 p.m.,-1.2,0.08,3.47,0.26,1.88,-2.35
2022-02-17 5:51:47.2570 p.m.,-1.01,-0.69,3.09,0.22,1.92,-2.44
2022-02-17 5:51:47.2670 p.m.,-0.64,-1.1,2.24,0.37,2.01,-2.52
2022-02-17 5:51:47.2770 p.m.,-0.44,-0.96,1.37,0.57,2.03,-2.64
2022-02-17 5:51:47.2870 p.m.,-1.31,-0.75,1.27,0.68,1.91,-2.76
2022-02-17 5:51:47.2970 p.m.,-2.29,-0.81,2.38,0.71,1.7,-2.86
2022-02-17 5:51:47.3070 p.m.,-2.61,-0.74,3.46,0.67,1.43,-2.9
2022-02-17 5:51:47.3160 p.m.,-2.77,-0.44,3.88,0.59,1.18,-2.9
2022-02-17 5:51:47.3270 p.m.,-2.79,-0.22,3.97,0.55,1.03,-2.84
2022-02-17 5:51:47.3370 p.m.,-2.6,-0.2,3.73,0.59,0.94,-2.74
2022-02-17 5:51:47.3470 p.m.,-2.84,-0.2,3.23,0.73,0.9,-2.6
2022-02-17 5:51:47.3570 p.m.,-3.31,-0.07,2.65,0.9,0.89,-2.45
2022-02-17 5:51:47.3670 p.m.,-3.52,0.17,2.24,1.06,0.86,-2.32
2022-02-17 5:51:47.3770 p.m.,-3.84,0.21,2.12,1.2,0.78,-2.23
2022-02-17 5:51:47.3870 p.m.,-3.98,-0.06,2.2,1.31,0.69,-2.2
2022-02-17 5:51:47.3970 p.m.,-3.96,-0.38,2.14,1.39,0.6,-2.23
2022-02-17 5:51:47.4070 p.m.,-4.04,-0.67,1.81,1.45,0.5,-2.24
2022-02-17 5:51:47.4170 p.m.,-4.04,-0.67,1.81,1.5,0.38,-2.15
2022-02-17 5:51:47.4270 p.m.,-3.85,-0.47,1.65,1.52,0.32,-1.94
2022-02-17 5:51:47.4380 p.m.,-3.4,0.0,1.44,1.55,0.38,-1.69
2022-02-17 5:51:47.4470 p.m.,-2.97,0.37,1.11,1.6,0.49,-1.48
2022-02-17 5:51:47.4570 p.m.,-2.88,0.45,0.7,1.7,0.48,-1.39
2022-02-17 5:51:47.4670 p.m.,-3.03,0.14,0.54,1.83,0.45,-1.4
2022-02-17 5:51:47.4770 p.m.,-3.34,-0.47,0.55,1.97,0.44,-1.42
2022-02-17 5:51:47.4880 p.m.,-3.43,-0.95,0.31,2.09,0.46,-1.4
2022-02-17 5:51:47.4970 p.m.,-3.03,-1.07,-0.03,2.17,0.52,-1.34
2022-02-17 5:51:47.5080 p.m.,-2.55,-1.0,-0.17,2.19,0.54,-1.27
2022-02-17 5:51:47.5180 p.m.,-2.01,-0.53,-0.29,2.13,0.51,-1.21
2022-02-17 5:51:47.5280 p.m.,-2.01,-0.53,-0.29,2.01,0.45,-1.16
2022-02-17 5:51:47.5380 p.m.,-1.97,-0.31,-0.46,1.84,0.42,-1.13
2022-02-17 5:51:47.5480 p.m.,-1.98,-0.25,-0.6,1.67,0.4,-1.08
2022-02-17 5:51:47.5580 p.m.,-1.83,-0.29,-0.68,1.51,0.4,-0.99
2022-02-17 5:51:47.5680 p.m.,-1.51,-0.36,-0.74,1.38,0.4,-0.84
2022-02-17 5:51:47.5780 p.m.,-1.12,-0.38,-0.8,1.29,0.36,-0.65
2022-02-17 5:51:47.5880 p.m.,-0.82,-0.31,-0.7,1.27,0.33,-0.44
2022-02-17 5:51:47.5980 p.m.,-0.44,-0.04,-0.73,1.3,0.29,-0.32
2022-02-17 5:51:47.6080 p.m.,-0.31,0.31,-1.25,1.35,0.16,-0.28
2022-02-17 5:51:47.6180 p.m.,-0.4,0.29,-1.12,1.39,0.04,-0.33
2022-02-17 5:51:47.6280 p.m.,-0.53,-0.18,-0.49,1.41,-0.12,-0.44
2022-02-17 5:51:47.6380 p.m.,-0.53,-0.62,-0.32,1.44,-0.26,-0.5
2022-02-17 5:51:47.6480 p.m.,-0.28,-0.61,0.15,1.33,-0.08,-0.4
2022-02-17 5:51:47.6580 p.m.,0.37,0.24,-0.36,1.25,0.15,-0.17
2022-02-17 5:51:47.6690 p.m.,1.09,1.31,-1.6,1.18,0.46,-0.0
2022-02-17 5:51:47.6780 p.m.,1.03,1.69,-2.53,0.98,0.7,0.09
2022-02-17 5:51:47.6880 p.m.,0.74,1.77,-2.79,0.64,0.97,0.14
2022-02-17 5:51:47.6980 p.m.,0.57,1.75,-2.65,0.19,1.24,0.1
2022-02-17 5:51:47.7080 p.m.,0.56,2.07,-2.64,-0.11,1.22,-0.12
2022-02-17 5:51:47.7190 p.m.,0.0,1.45,-2.37,-0.24,0.9,-0.39
2022-02-17 5:51:47.7290 p.m.,-0.9,0.44,-1.5,-0.21,0.33,-0.4
2022-02-17 5:51:47.7380 p.m.,-0.32,0.27,-0.39,0.02,-0.05,-0.26
2022-02-17 5:51:47.7480 p.m.,0.92,1.2,-0.61,0.27,-0.09,-0.21
2022-02-17 5:51:47.7590 p.m.,0.21,0.89,-1.43,0.49,-0.07,-0.17
2022-02-17 5:51:47.7690 p.m.,0.02,0.41,-1.37,0.81,-0.25,-0.2
2022-02-17 5:51:47.7790 p.m.,-0.07,0.45,-0.28,0.99,-0.39,-0.26
2022-02-17 5:51:47.7890 p.m.,-0.39,0.04,0.74,0.97,-0.41,-0.35
2022-02-17 5:51:47.7990 p.m.,-0.27,-0.33,1.23,0.74,-0.42,-0.38
2022-02-17 5:51:47.8090 p.m.,0.1,0.24,0.82,0.59,-0.6,-0.38
2022-02-17 5:51:47.8190 p.m.,0.28,1.09,0.15,0.42,-0.82,-0.36
2022-02-17 5:51:47.8290 p.m.,0.25,1.69,-0.24,0.19,-0.9,-0.32
2022-02-17 5:51:47.8390 p.m.,0.45,2.07,-0.37,0.02,-0.85,-0.29
2022-02-17 5:51:47.8490 p.m.,0.67,2.08,-0.85,-0.01,-0.64,-0.3
2022-02-17 5:51:47.8590 p.m.,0.79,1.94,-1.62,0.05,-0.4,-0.3
2022-02-17 5:51:47.8690 p.m.,0.95,1.62,-2.04,0.17,-0.17,-0.31
2022-02-17 5:51:47.8790 p.m.,0.93,1.59,-1.8,0.29,-0.03,-0.31
2022-02-17 5:51:47.8890 p.m.,0.89,1.17,-1.3,0.36,0.03,-0.28
2022-02-17 5:51:47.9000 p.m.,0.91,0.94,-0.55,0.37,0.06,-0.27
2022-02-17 5:51:47.9090 p.m.,0.85,0.94,-0.17,0.33,0.03,-0.3
2022-02-17 5:51:47.9190 p.m.,0.44,0.82,0.05,0.27,-0.08,-0.39
2022-02-17 5:51:47.9290 p.m.,0.08,0.61,0.29,0.24,-0.29,-0.51
2022-02-17 5:51:47.9400 p.m.,-0.23,0.24,0.6,0.19,-0.44,-0.58
2022-02-17 5:51:47.9490 p.m.,-0.29,0.17,0.74,0.17,-0.42,-0.59
2022-02-17 5:51:47.9590 p.m.,-0.22,0.39,0.57,0.2,-0.23,-0.59
2022-02-17 5:51:47.9700 p.m.,-0.35,0.48,0.21,0.16,0.02,-0.57
2022-02-17 5:51:47.9790 p.m.,-0.43,0.62,-0.15,0.07,0.15,-0.6
2022-02-17 5:51:47.9890 p.m.,-0.47,0.79,-0.14,0.0,0.09,-0.71
2022-02-17 5:51:47.9990 p.m.,-0.59,0.3,0.19,-0.03,-0.05,-0.78
2022-02-17 5:51:48.0100 p.m.,-0.4,0.06,0.24,-0.06,-0.13,-0.8
2022-02-17 5:51:48.0200 p.m.,0.07,0.32,0.16,-0.06,-0.07,-0.81
2022-02-17 5:51:48.0300 p.m.,0.32,0.43,-0.13,-0.02,0.09,-0.8
2022-02-17 5:51:48.0400 p.m.,0.5,0.66,-0.68,0.06,0.26,-0.79
2022-02-17 5:51:48.0500 p.m.,0.61,0.84,-1.08,0.09,0.37,-0.81
2022-02-17 5:51:48.0600 p.m.,0.56,1.01,-1.13,0.04,0.5,-0.83
2022-02-17 5:51:48.0700 p.m.,0.41,1.16,-0.91,-0.1,0.64,-0.87
2022-02-17 5:51:48.0800 p.m.,0.33,1.24,-0.58,-0.3,0.7,-0.92
2022-02-17 5:51:48.0900 p.m.,0.41,1.41,-0.22,-0.54,0.72,-1.04
2022-02-17 5:51:48.1000 p.m.,0.6,1.57,0.03,-0.73,0.73,-1.13
2022-02-17 5:51:48.1100 p.m.,1.03,1.67,0.16,-0.82,0.86,-1.2
2022-02-17 5:51:48.1200 p.m.,1.19,1.5,0.27,-0.73,0.93,-1.2
2022-02-17 5:51:48.1300 p.m.,1.34,1.22,0.54,-0.54,1.02,-1.22
2022-02-17 5:51:48.1400 p.m.,0.98,0.66,0.99,-0.5,1.08,-1.28
2022-02-17 5:51:48.1500 p.m.,0.73,0.22,1.34,-0.63,0.89,-1.32
2022-02-17 5:51:48.1600 p.m.,0.26,0.2,1.66,-0.83,0.66,-1.45
2022-02-17 5:51:48.1700 p.m.,-0.8,0.26,1.88,-1.09,0.43,-1.55
2022-02-17 5:51:48.1800 p.m.,-1.57,0.49,1.44,-1.33,0.22,-1.62
2022-02-17 5:51:48.1900 p.m.,-2.14,0.84,0.74,-1.55,0.01,-1.66
2022-02-17 5:51:48.2000 p.m.,-2.2,1.14,0.2,-1.74,-0.16,-1.67
2022-02-17 5:51:48.2100 p.m.,-1.61,0.77,0.14,-1.82,-0.18,-1.55
2022-02-17 5:51:48.2210 p.m.,-0.95,0.62,-0.26,-1.25,0.69,-1.09
2022-02-17 5:51:48.2300 p.m.,-0.18,0.2,-1.15,-0.54,1.34,-0.74
2022-02-17 5:51:48.2410 p.m.,1.18,-1.76,-2.79,-0.63,1.35,-0.77
2022-02-17 5:51:48.2500 p.m.,0.62,-1.34,-0.51,-0.77,1.08,-0.78
2022-02-17 5:51:48.2610 p.m.,0.65,-1.33,0.86,-0.78,0.88,-0.76
2022-02-17 5:51:48.2710 p.m.,-0.68,-1.06,0.87,-0.75,0.82,-0.76
2022-02-17 5:51:48.2810 p.m.,-0.84,-0.71,0.18,-0.72,0.71,-0.77
2022-02-17 5:51:48.2910 p.m.,0.16,-0.12,-0.13,-0.69,0.62,-0.78
2022-02-17 5:51:48.3010 p.m.,0.43,0.65,-0.79,-0.54,0.56,-0.75
2022-02-17 5:51:48.3110 p.m.,0.62,0.78,-1.49,-0.38,0.55,-0.68
2022-02-17 5:51:48.3210 p.m.,0.52,0.31,-1.58,-0.24,0.56,-0.6
2022-02-17 5:51:48.3380 p.m.,-0.01,-0.54,-0.99,-0.11,0.53,-0.55
2022-02-17 5:51:48.3400 p.m.,-0.01,-0.54,-0.99,0.02,0.42,-0.56
2022-02-17 5:51:48.3510 p.m.,-0.52,-0.84,-0.65,0.17,0.26,-0.62
2022-02-17 5:51:48.3610 p.m.,-0.79,-1.09,-0.35,0.3,0.2,-0.71
2022-02-17 5:51:48.3710 p.m.,-0.74,-1.06,-0.26,0.43,0.32,-0.82
2022-02-17 5:51:48.3810 p.m.,-0.61,-0.29,-0.57,0.51,0.31,-0.87
2022-02-17 5:51:48.3910 p.m.,-0.73,0.89,-0.81,0.5,0.06,-0.77
2022-02-17 5:51:48.4010 p.m.,-0.83,1.08,0.03,0.35,-0.1,-0.6
2022-02-17 5:51:48.4110 p.m.,-0.63,0.67,0.51,0.26,-0.23,-0.55
2022-02-17 5:51:48.4220 p.m.,-0.82,0.79,0.25,0.28,-0.46,-0.74
2022-02-17 5:51:48.4320 p.m.,-0.6,0.63,0.9,0.3,-0.5,-1.12
2022-02-17 5:51:48.4420 p.m.,-0.75,-0.73,0.94,0.21,-0.33,-1.43
2022-02-17 5:51:48.4520 p.m.,-0.75,-1.29,0.52,0.01,-0.08,-1.57
2022-02-17 5:51:48.4620 p.m.,0.0,-1.53,0.45,-0.17,-0.01,-1.61
2022-02-17 5:51:48.4720 p.m.,0.41,-1.23,0.38,-0.27,-0.05,-1.56
2022-02-17 5:51:48.4820 p.m.,0.54,-0.74,0.55,-0.27,-0.11,-1.44
2022-02-17 5:51:48.4920 p.m.,0.43,-0.48,0.24,-0.24,-0.14,-1.35
2022-02-17 5:51:48.5020 p.m.,0.43,-0.48,0.24,-0.14,-0.09,-1.3
2022-02-17 5:51:48.5120 p.m.,0.01,0.08,-0.71,0.01,-0.05,-1.31
2022-02-17 5:51:48.5220 p.m.,0.01,0.08,-0.71,0.15,0.07,-1.34
2022-02-17 5:51:48.5320 p.m.,-0.18,0.42,-0.99,0.22,0.11,-1.41
2022-02-17 5:51:48.5420 p.m.,-0.35,0.65,-0.85,0.19,0.2,-1.43
2022-02-17 5:51:48.5520 p.m.,-0.44,0.76,-0.41,0.1,0.29,-1.38
2022-02-17 5:51:48.5620 p.m.,-0.05,0.96,-0.18,-0.01,0.34,-1.29
2022-02-17 5:51:48.5720 p.m.,0.4,1.27,-0.04,-0.06,0.37,-1.18
2022-02-17 5:51:48.5820 p.m.,0.29,1.64,-0.33,-0.04,0.33,-1.09
2022-02-17 5:51:48.5920 p.m.,0.14,1.99,-0.53,0.04,0.22,-1.01
2022-02-17 5:51:48.6020 p.m.,0.14,1.88,0.06,0.09,0.19,-0.94
2022-02-17 5:51:48.6120 p.m.,0.27,1.47,0.48,0.11,0.21,-0.9
2022-02-17 5:51:48.6220 p.m.,0.17,0.78,0.73,0.1,0.22,-0.87
2022-02-17 5:51:48.6320 p.m.,0.49,0.71,0.58,0.1,0.35,-0.8
2022-02-17 5:51:48.6420 p.m.,0.8,1.06,0.18,0.09,0.52,-0.65
2022-02-17 5:51:48.6530 p.m.,1.0,1.83,-0.88,-0.01,0.41,-0.53
2022-02-17 5:51:48.6630 p.m.,1.18,2.24,-0.48,-0.17,0.25,-0.47
2022-02-17 5:51:48.6720 p.m.,1.07,2.05,0.57,-0.31,0.07,-0.42
2022-02-17 5:51:48.6830 p.m.,0.76,1.41,0.73,-0.42,-0.1,-0.33
2022-02-17 5:51:48.6920 p.m.,0.69,1.2,0.51,-0.54,-0.17,-0.2
2022-02-17 5:51:48.7030 p.m.,0.99,1.9,0.23,-0.67,-0.16,-0.06
2022-02-17 5:51:48.7130 p.m.,0.89,1.91,0.14,-0.74,-0.25,0.09
2022-02-17 5:51:48.7230 p.m.,0.99,2.42,0.2,-0.65,-0.34,0.26
2022-02-17 5:51:48.7330 p.m.,1.39,3.53,0.42,-0.45,-0.27,0.3
2022-02-17 5:51:48.7430 p.m.,0.78,3.4,-0.14,-0.24,-0.13,0.22
2022-02-17 5:51:48.7530 p.m.,-0.19,3.01,-0.8,-0.11,-0.06,0.07
2022-02-17 5:51:48.7630 p.m.,-0.52,2.81,-0.96,-0.13,-0.14,-0.11
2022-02-17 5:51:48.7730 p.m.,-0.56,2.46,-0.02,-0.25,-0.28,-0.28
2022-02-17 5:51:48.7830 p.m.,-0.68,2.04,0.5,-0.41,-0.32,-0.33
2022-02-17 5:51:48.7930 p.m.,-0.23,1.62,0.28,-0.59,-0.22,-0.4
2022-02-17 5:51:48.8040 p.m.,0.3,1.53,-0.21,-0.58,-0.23,-0.51
2022-02-17 5:51:48.8130 p.m.,0.22,1.68,-0.63,-0.58,0.16,-0.15
2022-02-17 5:51:48.8230 p.m.,1.07,1.35,-1.17,-1.0,0.56,0.36
2022-02-17 5:51:48.8330 p.m.,5.49,0.86,-0.46,-1.54,0.43,-0.36
2022-02-17 5:51:48.8430 p.m.,-1.21,1.7,3.0,-1.7,1.06,-0.83
2022-02-17 5:51:48.8540 p.m.,-2.28,2.99,1.26,-1.29,2.45,-0.95
2022-02-17 5:51:48.8630 p.m.,-0.01,4.64,-3.34,-0.68,3.69,-0.93
2022-02-17 5:51:48.8740 p.m.,0.69,5.14,-5.68,-0.25,4.7,-0.95
2022-02-17 5:51:48.8830 p.m.,0.51,4.57,-3.86,-0.14,6.26,-2.59
2022-02-17 5:51:48.8930 p.m.,-3.97,-8.86,-3.16,-0.54,8.14,-6.15
2022-02-17 5:51:48.9030 p.m.,-15.76,-40.69,-4.66,-0.18,8.7,-8.3
2022-02-17 5:51:48.9150 p.m.,-15.29,-31.63,-2.65,0.74,8.47,-8.89
2022-02-17 5:51:48.9230 p.m.,-7.56,-2.34,-0.49,1.94,7.25,-6.77
2022-02-17 5:51:48.9330 p.m.,-0.73,8.33,-0.5,2.87,5.42,-1.22
2022-02-17 5:51:48.9440 p.m.,20.78,10.25,-1.23,2.87,5.08,1.91
2022-02-17 5:51:48.9540 p.m.,21.92,9.02,-0.06,2.69,4.18,2.24
2022-02-17 5:51:48.9640 p.m.,3.09,3.46,1.55,1.99,1.46,0.96
2022-02-17 5:51:48.9740 p.m.,-4.64,-3.03,6.38,0.57,-1.95,-0.59
2022-02-17 5:51:48.9840 p.m.,-7.93,-6.17,13.86,-0.45,-3.14,-1.1
2022-02-17 5:51:48.9940 p.m.,-6.33,-0.66,10.18,-1.05,-2.7,-0.81
2022-02-17 5:51:49.0040 p.m.,-2.46,2.72,1.49,-1.39,-1.92,-0.26
2022-02-17 5:51:49.0140 p.m.,0.44,2.16,-0.12,-1.34,-1.48,0.01
2022-02-17 5:51:49.0240 p.m.,0.85,0.88,0.17,-1.12,-1.31,0.02
2022-02-17 5:51:49.0340 p.m.,0.1,-0.02,0.32,-0.89,-1.21,0.01
2022-02-17 5:51:49.0450 p.m.,0.19,-0.15,0.44,-0.67,-1.07,0.02
2022-02-17 5:51:49.0540 p.m.,0.63,-0.26,0.42,-0.46,-0.9,0.05
2022-02-17 5:51:49.0640 p.m.,0.73,-0.09,0.19,-0.25,-0.72,0.07
2022-02-17 5:51:49.0740 p.m.,0.89,-0.04,0.05,-0.04,-0.55,0.07
2022-02-17 5:51:49.0850 p.m.,0.91,-0.22,-0.16,0.18,-0.38,0.02
2022-02-17 5:51:49.0940 p.m.,0.7,-0.21,-0.39,0.4,-0.17,-0.06
2022-02-17 5:51:49.1040 p.m.,0.14,-0.28,-0.95,0.57,0.08,-0.11
2022-02-17 5:51:49.1150 p.m.,0.14,-0.28,-0.95,0.7,0.31,-0.09
2022-02-17 5:51:49.1240 p.m.,0.23,-0.26,-0.86,0.77,0.42,-0.07
2022-02-17 5:51:49.1340 p.m.,0.16,-0.08,-0.68,0.8,0.45,-0.1
2022-02-17 5:51:49.1450 p.m.,-0.17,-0.27,-0.26,0.86,0.61,-0.08
2022-02-17 5:51:49.1530 p.m.,-0.27,-0.35,-0.7,0.87,0.69,-0.04
2022-02-17 5:51:49.1650 p.m.,-0.04,-0.18,-0.98,0.7,0.7,0.0
2022-02-17 5:51:49.1750 p.m.,-0.16,-0.28,-0.63,0.06,0.69,-0.01
2022-02-17 5:51:49.1850 p.m.,-0.27,-0.56,-0.65,-0.66,0.62,-0.13
2022-02-17 5:51:49.1940 p.m.,-0.59,-1.03,-1.05,-1.1,0.45,-0.16
2022-02-17 5:51:49.2050 p.m.,-0.41,-0.99,-1.21,-1.18,0.21,-0.1
2022-02-17 5:51:49.2150 p.m.,0.27,-0.08,-1.14,-1.18,0.21,-0.1
2022-02-17 5:51:49.2250 p.m.,0.51,0.35,-1.18,-0.61,-0.28,-0.03
