time,ax,ay,az,wx,wy,wz
2022-02-17 5:46:32.6050 p.m.,0.56,1.32,-0.5,-0.12,0.09,0.02
2022-02-17 5:46:32.6150 p.m.,0.54,1.39,-0.33,-0.14,0.09,0.05
2022-02-17 5:46:32.6250 p.m.,0.53,1.41,-0.21,-0.17,0.09,0.07
2022-02-17 5:46:32.6350 p.m.,0.57,1.39,-0.07,-0.2,0.09,0.1
2022-02-17 5:46:32.6450 p.m.,0.59,1.37,0.11,-0.21,0.07,0.11
2022-02-17 5:46:32.6550 p.m.,0.55,1.26,0.23,-0.21,0.05,0.12
2022-02-17 5:46:32.6650 p.m.,0.53,1.2,0.26,-0.2,0.05,0.14
2022-02-17 5:46:32.6750 p.m.,0.56,1.21,0.21,-0.18,0.07,0.16
2022-02-17 5:46:32.6860 p.m.,0.56,1.2,0.15,-0.16,0.09,0.16
2022-02-17 5:46:32.6950 p.m.,0.52,1.1,0.2,-0.13,0.09,0.15
2022-02-17 5:46:32.7050 p.m.,0.48,0.97,0.34,-0.09,0.08,0.13
2022-02-17 5:46:32.7160 p.m.,0.49,0.94,0.41,-0.03,0.06,0.11
2022-02-17 5:46:32.7260 p.m.,0.52,0.95,0.45,-0.03,0.06,0.11
2022-02-17 5:46:32.7360 p.m.,0.54,0.89,0.48,0.1,0.03,0.07
2022-02-17 5:46:32.7460 p.m.,0.58,0.87,0.4,0.17,0.04,0.06
2022-02-17 5:46:32.7560 p.m.,0.63,0.87,0.28,0.24,0.07,0.05
2022-02-17 5:46:32.7660 p.m.,0.63,0.86,0.19,0.29,0.12,0.06
2022-02-17 5:46:32.7760 p.m.,0.66,0.93,0.15,0.32,0.17,0.08
2022-02-17 5:46:32.7860 p.m.,0.72,0.99,0.22,0.31,0.2,0.09
2022-02-17 5:46:32.7960 p.m.,0.75,0.96,0.4,0.28,0.21,0.09
2022-02-17 5:46:32.8060 p.m.,0.76,0.92,0.62,0.25,0.18,0.09
2022-02-17 5:46:32.8160 p.m.,0.76,0.88,0.85,0.2,0.15,0.08
2022-02-17 5:46:32.8260 p.m.,0.7,0.86,0.95,0.15,0.12,0.08
2022-02-17 5:46:32.8360 p.m.,0.66,0.88,0.97,0.13,0.09,0.08
2022-02-17 5:46:32.8460 p.m.,0.54,0.86,0.95,0.09,0.08,0.1
2022-02-17 5:46:32.8560 p.m.,0.43,0.87,0.92,0.03,0.1,0.15
2022-02-17 5:46:32.8660 p.m.,0.43,0.92,0.93,0.03,0.1,0.15
2022-02-17 5:46:32.8760 p.m.,0.39,0.88,0.93,-0.09,0.14,0.24
2022-02-17 5:46:32.8860 p.m.,0.29,0.72,0.87,-0.14,0.17,0.27
2022-02-17 5:46:32.8960 p.m.,0.25,0.58,0.79,-0.17,0.2,0.28
2022-02-17 5:46:32.9060 p.m.,0.24,0.44,0.7,-0.16,0.19,0.28
2022-02-17 5:46:32.9160 p.m.,0.13,0.25,0.61,-0.13,0.16,0.28
2022-02-17 5:46:32.9260 p.m.,0.05,0.08,0.49,-0.09,0.13,0.27
2022-02-17 5:46:32.9370 p.m.,0.04,-0.02,0.32,-0.05,0.1,0.26
2022-02-17 5:46:32.9470 p.m.,0,-0.14,0.21,0,0.07,0.24
2022-02-17 5:46:32.9570 p.m.,-0.07,-0.25,0.11,0.07,0.05,0.21
2022-02-17 5:46:32.9670 p.m.,-0.09,-0.33,0.03,0.16,0.01,0.18
2022-02-17 5:46:32.9770 p.m.,-0.16,-0.44,-0.02,0.27,-0.06,0.15
2022-02-17 5:46:32.9870 p.m.,-0.21,-0.48,-0.06,0.36,-0.12,0.12
2022-02-17 5:46:32.9970 p.m.,-0.17,-0.45,-0.11,0.36,-0.12,0.12
2022-02-17 5:46:33.0070 p.m.,-0.23,-0.4,-0.25,0.56,-0.22,0.08
2022-02-17 5:46:33.0170 p.m.,-0.23,-0.26,-0.52,0.63,-0.19,0.09
2022-02-17 5:46:33.0270 p.m.,-0.17,-0.07,-0.79,0.68,-0.12,0.09
2022-02-17 5:46:33.0370 p.m.,-0.2,0,-1.01,0.67,-0.03,0.09
2022-02-17 5:46:33.0470 p.m.,-0.27,0.13,-1.14,0.6,0.09,0.1
2022-02-17 5:46:33.0570 p.m.,-0.37,0.25,-1.07,0.5,0.18,0.13
2022-02-17 5:46:33.0670 p.m.,-0.55,0.3,-0.84,0.39,0.22,0.17
2022-02-17 5:46:33.0770 p.m.,-0.76,0.29,-0.64,0.39,0.22,0.17
2022-02-17 5:46:33.0870 p.m.,-0.91,0.32,-0.48,0.13,0.26,0.27
2022-02-17 5:46:33.0970 p.m.,-0.98,0.35,-0.22,-0.03,0.22,0.33
2022-02-17 5:46:33.1070 p.m.,-1.04,0.27,0.1,-0.19,0.14,0.37
2022-02-17 5:46:33.1170 p.m.,-1.03,0.19,0.33,-0.32,0.04,0.39
2022-02-17 5:46:33.1270 p.m.,-0.94,0.09,0.39,-0.38,-0.04,0.39
2022-02-17 5:46:33.1370 p.m.,-0.87,-0.07,0.34,-0.35,-0.12,0.35
2022-02-17 5:46:33.1470 p.m.,-0.85,-0.17,0.18,-0.24,-0.17,0.3
2022-02-17 5:46:33.1570 p.m.,-0.77,-0.19,-0.14,-0.08,-0.19,0.25
2022-02-17 5:46:33.1670 p.m.,-0.68,-0.16,-0.56,0.08,-0.15,0.19
2022-02-17 5:46:33.1770 p.m.,-0.66,-0.1,-0.98,0.2,-0.05,0.14
2022-02-17 5:46:33.1870 p.m.,-0.59,0.11,-1.3,0.28,0.07,0.12
2022-02-17 5:46:33.1980 p.m.,-0.54,0.36,-1.44,0.31,0.15,0.11
2022-02-17 5:46:33.2080 p.m.,-0.57,0.52,-1.41,0.3,0.18,0.11
2022-02-17 5:46:33.2180 p.m.,-0.58,0.66,-1.22,0.26,0.13,0.11
2022-02-17 5:46:33.2280 p.m.,-0.58,0.73,-1.02,0.21,0.04,0.12
2022-02-17 5:46:33.2380 p.m.,-0.61,0.76,-0.97,0.17,-0.05,0.12
2022-02-17 5:46:33.2480 p.m.,-0.58,0.82,-1.07,0.14,-0.1,0.14
2022-02-17 5:46:33.2580 p.m.,-0.5,0.86,-1.25,0.12,-0.11,0.16
2022-02-17 5:46:33.2680 p.m.,-0.44,0.87,-1.49,0.1,-0.07,0.18
2022-02-17 5:46:33.2780 p.m.,-0.31,0.91,-1.68,0.09,0,0.19
2022-02-17 5:46:33.2880 p.m.,-0.22,0.93,-1.77,0.08,0.07,0.19
2022-02-17 5:46:33.2980 p.m.,-0.2,0.9,-1.71,0.06,0.1,0.17
2022-02-17 5:46:33.3080 p.m.,-0.2,0.9,-1.56,0.02,0.11,0.15
2022-02-17 5:46:33.3180 p.m.,-0.18,0.94,-1.35,-0.02,0.08,0.11
2022-02-17 5:46:33.3280 p.m.,-0.19,0.92,-1.15,-0.06,0.04,0.07
2022-02-17 5:46:33.3380 p.m.,-0.19,0.91,-1.02,-0.1,-0.02,0.02
2022-02-17 5:46:33.3490 p.m.,-0.16,0.99,-0.91,-0.11,-0.08,0
2022-02-17 5:46:33.3580 p.m.,-0.17,1.09,-0.85,-0.1,-0.13,0
2022-02-17 5:46:33.3680 p.m.,-0.1,1.18,-0.81,-0.05,-0.17,-0.01
2022-02-17 5:46:33.3780 p.m.,-0.02,1.26,-0.75,-0.05,-0.17,-0.01
2022-02-17 5:46:33.3880 p.m.,0.08,1.21,-0.64,0.04,-0.23,-0.06
2022-02-17 5:46:33.3980 p.m.,0.14,1.13,-0.51,0.06,-0.23,-0.11
2022-02-17 5:46:33.4080 p.m.,0.25,1.09,-0.37,0.08,-0.21,-0.17
2022-02-17 5:46:33.4190 p.m.,0.33,1.08,-0.23,0.1,-0.18,-0.22
2022-02-17 5:46:33.4280 p.m.,0.4,1.13,-0.1,0.14,-0.13,-0.26
2022-02-17 5:46:33.4390 p.m.,0.4,1.16,0.1,0.18,-0.06,-0.3
2022-02-17 5:46:33.4490 p.m.,0.34,1.08,0.41,0.22,0,-0.34
2022-02-17 5:46:33.4590 p.m.,0.18,1,0.76,0.26,0.02,-0.36
2022-02-17 5:46:33.4690 p.m.,0.03,0.94,1.2,0.28,0.01,-0.35
2022-02-17 5:46:33.4790 p.m.,0.04,0.98,1.64,0.32,-0.06,-0.32
2022-02-17 5:46:33.4890 p.m.,0.08,1,2,0.39,-0.2,-0.28
2022-02-17 5:46:33.4990 p.m.,0.21,0.98,2.24,0.48,-0.36,-0.27
2022-02-17 5:46:33.5090 p.m.,0.32,0.89,2.2,0.54,-0.47,-0.28
2022-02-17 5:46:33.5190 p.m.,0.54,0.83,1.83,0.54,-0.48,-0.3
2022-02-17 5:46:33.5290 p.m.,0.82,0.94,1.49,0.49,-0.42,-0.31
2022-02-17 5:46:33.5390 p.m.,0.98,1.13,1.23,0.38,-0.31,-0.3
2022-02-17 5:46:33.5490 p.m.,1.11,1.32,1.08,0.22,-0.16,-0.27
2022-02-17 5:46:33.5590 p.m.,1.15,1.28,1.13,0.02,-0.04,-0.27
2022-02-17 5:46:33.5690 p.m.,0.98,1.03,1.34,-0.17,0.04,-0.27
2022-02-17 5:46:33.5790 p.m.,0.7,0.64,1.59,-0.31,0.05,-0.28
2022-02-17 5:46:33.5890 p.m.,0.46,0.24,1.89,-0.38,-0.01,-0.3
2022-02-17 5:46:33.5990 p.m.,0.26,-0.16,2.04,-0.37,-0.12,-0.33
2022-02-17 5:46:33.6090 p.m.,0.09,-0.59,1.97,-0.29,-0.24,-0.38
2022-02-17 5:46:33.6190 p.m.,-0.01,-0.96,1.63,-0.13,-0.34,-0.44
2022-02-17 5:46:33.6300 p.m.,0.04,-1.14,1.03,-0.13,-0.34,-0.44
2022-02-17 5:46:33.6390 p.m.,0.11,-1.17,0.35,0.18,-0.31,-0.55
2022-02-17 5:46:33.6490 p.m.,0.3,-1.12,-0.13,0.27,-0.24,-0.59
2022-02-17 5:46:33.6600 p.m.,0.46,-1.02,-0.5,0.29,-0.17,-0.63
2022-02-17 5:46:33.6700 p.m.,0.58,-0.94,-0.6,0.25,-0.15,-0.67
2022-02-17 5:46:33.6800 p.m.,0.65,-0.9,-0.46,0.19,-0.18,-0.7
2022-02-17 5:46:33.6900 p.m.,0.64,-0.85,-0.29,0.15,-0.28,-0.72
2022-02-17 5:46:33.7000 p.m.,0.62,-0.82,-0.21,0.15,-0.37,-0.74
2022-02-17 5:46:33.7100 p.m.,0.67,-0.79,-0.28,0.19,-0.41,-0.76
2022-02-17 5:46:33.7200 p.m.,0.69,-0.71,-0.51,0.26,-0.4,-0.77
2022-02-17 5:46:33.7300 p.m.,0.74,-0.61,-0.77,0.31,-0.31,-0.76
2022-02-17 5:46:33.7400 p.m.,0.8,-0.43,-1.02,0.35,-0.17,-0.74
2022-02-17 5:46:33.7500 p.m.,0.8,-0.27,-1.1,0.34,-0.02,-0.71
2022-02-17 5:46:33.7600 p.m.,0.77,-0.14,-1.02,0.31,0.09,-0.66
2022-02-17 5:46:33.7700 p.m.,0.65,-0.04,-0.81,0.25,0.13,-0.6
2022-02-17 5:46:33.7800 p.m.,0.51,0.01,-0.48,0.16,0.1,-0.52
2022-02-17 5:46:33.7900 p.m.,0.36,-0.02,-0.2,0.06,0.03,-0.45
2022-02-17 5:46:33.8000 p.m.,0.24,-0.07,0.03,-0.05,-0.06,-0.36
2022-02-17 5:46:33.8100 p.m.,0.12,-0.14,0.21,-0.14,-0.18,-0.29
2022-02-17 5:46:33.8200 p.m.,0,-0.23,0.24,-0.18,-0.29,-0.21
2022-02-17 5:46:33.8300 p.m.,-0.01,-0.33,0.15,-0.18,-0.37,-0.16
2022-02-17 5:46:33.8400 p.m.,0.04,-0.42,-0.09,-0.14,-0.4,-0.13
2022-02-17 5:46:33.8500 p.m.,0.13,-0.51,-0.46,-0.07,-0.38,-0.11
2022-02-17 5:46:33.8600 p.m.,0.28,-0.53,-0.83,0,-0.32,-0.1
2022-02-17 5:46:33.8700 p.m.,0.43,-0.5,-1.15,0.06,-0.25,-0.1
2022-02-17 5:46:33.8800 p.m.,0.55,-0.52,-1.35,0.09,-0.19,-0.11
2022-02-17 5:46:33.8900 p.m.,0.57,-0.53,-1.45,0.09,-0.16,-0.13
2022-02-17 5:46:33.9000 p.m.,0.59,-0.45,-1.48,0.06,-0.13,-0.15
2022-02-17 5:46:33.9100 p.m.,0.58,-0.33,-1.49,0,-0.14,-0.16
2022-02-17 5:46:33.9200 p.m.,0.55,-0.26,-1.42,-0.05,-0.16,-0.16
2022-02-17 5:46:33.9310 p.m.,0.53,-0.15,-1.41,-0.09,-0.18,-0.15
2022-02-17 5:46:33.9410 p.m.,0.49,-0.02,-1.5,-0.11,-0.18,-0.14
2022-02-17 5:46:33.9510 p.m.,0.5,0.05,-1.53,-0.1,-0.18,-0.15
2022-02-17 5:46:33.9610 p.m.,0.44,0.02,-1.54,-0.06,-0.16,-0.17
2022-02-17 5:46:33.9710 p.m.,0.39,0.06,-1.6,-0.01,-0.11,-0.18
2022-02-17 5:46:33.9810 p.m.,0.44,0.21,-1.68,-0.01,-0.11,-0.18
2022-02-17 5:46:33.9910 p.m.,0.5,0.4,-1.63,0.04,0.07,-0.15
2022-02-17 5:46:34.0010 p.m.,0.5,0.48,-1.41,0.01,0.12,-0.13
2022-02-17 5:46:34.0110 p.m.,0.48,0.53,-1.02,-0.04,0.1,-0.12
2022-02-17 5:46:34.0210 p.m.,0.49,0.54,-0.64,-0.08,0.05,-0.13
2022-02-17 5:46:34.0310 p.m.,0.46,0.48,-0.33,-0.07,-0.02,-0.16
2022-02-17 5:46:34.0410 p.m.,0.43,0.46,-0.25,-0.03,-0.06,-0.17
2022-02-17 5:46:34.0510 p.m.,0.4,0.53,-0.36,0.02,-0.01,-0.16
2022-02-17 5:46:34.0610 p.m.,0.38,0.68,-0.51,0.05,0.11,-0.11
2022-02-17 5:46:34.0710 p.m.,0.39,0.9,-0.49,0.04,0.25,-0.04
2022-02-17 5:46:34.0810 p.m.,0.38,0.99,-0.15,0.02,0.33,0.01
2022-02-17 5:46:34.0910 p.m.,0.28,0.92,0.41,0.01,0.34,0.05
2022-02-17 5:46:34.1010 p.m.,0.25,0.84,0.95,0.02,0.28,0.07
2022-02-17 5:46:34.1110 p.m.,0.25,0.78,1.39,0.05,0.2,0.09
2022-02-17 5:46:34.1220 p.m.,0.32,0.74,1.6,0.08,0.15,0.12
2022-02-17 5:46:34.1320 p.m.,0.47,0.84,1.59,0.1,0.15,0.13
2022-02-17 5:46:34.1420 p.m.,0.65,0.97,1.59,0.1,0.2,0.15
2022-02-17 5:46:34.1520 p.m.,0.68,1.07,1.63,0.08,0.3,0.17
2022-02-17 5:46:34.1620 p.m.,0.56,1.1,1.72,0.03,0.42,0.2
2022-02-17 5:46:34.1720 p.m.,0.41,1.11,2,-0.05,0.47,0.23
2022-02-17 5:46:34.1820 p.m.,0.23,1.09,2.34,-0.05,0.47,0.23
2022-02-17 5:46:34.1920 p.m.,0.04,0.98,2.56,-0.17,0.38,0.31
2022-02-17 5:46:34.2020 p.m.,-0.1,0.83,2.43,-0.18,0.35,0.34
2022-02-17 5:46:34.2120 p.m.,-0.24,0.67,2.12,-0.18,0.35,0.34
2022-02-17 5:46:34.2220 p.m.,-0.37,0.45,1.79,-0.24,0.37,0.42
2022-02-17 5:46:34.2320 p.m.,-0.48,0.2,1.52,-0.36,0.41,0.44
2022-02-17 5:46:34.2420 p.m.,-0.54,-0.08,1.42,-0.36,0.41,0.44
2022-02-17 5:46:34.2520 p.m.,-0.5,-0.32,1.52,-0.59,0.27,0.42
2022-02-17 5:46:34.2620 p.m.,-0.53,-0.56,1.58,-0.58,0.07,0.39
2022-02-17 5:46:34.2720 p.m.,-0.46,-0.75,1.32,-0.49,-0.13,0.35
2022-02-17 5:46:34.2820 p.m.,-0.27,-0.88,0.84,-0.32,-0.28,0.29
2022-02-17 5:46:34.2920 p.m.,-0.1,-0.99,0.23,-0.11,-0.35,0.25
2022-02-17 5:46:34.3020 p.m.,0.13,-0.95,-0.35,0.11,-0.34,0.2
2022-02-17 5:46:34.3120 p.m.,0.35,-0.87,-0.88,0.28,-0.26,0.14
2022-02-17 5:46:34.3220 p.m.,0.56,-0.83,-1.21,0.38,-0.14,0.08
2022-02-17 5:46:34.3320 p.m.,0.67,-0.67,-1.37,0.42,0,0.02
2022-02-17 5:46:34.3430 p.m.,0.74,-0.49,-1.43,0.43,0.13,-0.03
2022-02-17 5:46:34.3520 p.m.,0.67,-0.36,-1.36,0.4,0.23,-0.09
2022-02-17 5:46:34.3620 p.m.,0.52,-0.16,-1.17,0.33,0.28,-0.11
2022-02-17 5:46:34.3720 p.m.,0.31,0.03,-0.83,0.25,0.29,-0.1
2022-02-17 5:46:34.3830 p.m.,0.1,0.14,-0.47,0.16,0.26,-0.06
2022-02-17 5:46:34.3930 p.m.,-0.16,0.23,-0.18,0.07,0.22,0.01
2022-02-17 5:46:34.4030 p.m.,-0.3,0.33,0.05,-0.03,0.17,0.11
2022-02-17 5:46:34.4130 p.m.,-0.38,0.3,0.21,-0.12,0.11,0.19
2022-02-17 5:46:34.4230 p.m.,-0.44,0.14,0.35,-0.19,0.02,0.23
2022-02-17 5:46:34.4330 p.m.,-0.4,-0.08,0.5,-0.21,-0.1,0.24
2022-02-17 5:46:34.4430 p.m.,-0.32,-0.29,0.56,-0.18,-0.25,0.21
2022-02-17 5:46:34.4530 p.m.,-0.22,-0.43,0.39,-0.12,-0.39,0.16
2022-02-17 5:46:34.4630 p.m.,-0.02,-0.43,0.05,-0.12,-0.39,0.16
2022-02-17 5:46:34.4730 p.m.,0.15,-0.32,-0.45,0.02,-0.45,0.08
2022-02-17 5:46:34.4830 p.m.,0.28,-0.2,-0.95,0.06,-0.38,0.05
2022-02-17 5:46:34.4930 p.m.,0.37,-0.1,-1.31,0.09,-0.28,0
2022-02-17 5:46:34.5030 p.m.,0.32,-0.04,-1.5,0.09,-0.28,0
2022-02-17 5:46:34.5130 p.m.,0.28,0.02,-1.51,0.14,-0.15,-0.11
2022-02-17 5:46:34.5230 p.m.,0.19,0.13,-1.45,0.17,-0.16,-0.16
2022-02-17 5:46:34.5330 p.m.,0.11,0.26,-1.4,0.2,-0.2,-0.2
2022-02-17 5:46:34.5430 p.m.,0.04,0.41,-1.4,0.22,-0.25,-0.23
2022-02-17 5:46:34.5530 p.m.,0.03,0.61,-1.53,0.24,-0.29,-0.23
2022-02-17 5:46:34.5630 p.m.,0.07,0.86,-1.71,0.24,-0.29,-0.23
2022-02-17 5:46:34.5730 p.m.,0,1.11,-1.91,0.21,-0.25,-0.16
2022-02-17 5:46:34.5830 p.m.,-0.06,1.32,-1.99,0.19,-0.22,-0.13
2022-02-17 5:46:34.5940 p.m.,-0.17,1.42,-1.96,0.17,-0.2,-0.1
2022-02-17 5:46:34.6040 p.m.,-0.23,1.48,-1.83,0.14,-0.2,-0.09
2022-02-17 5:46:34.6140 p.m.,-0.22,1.45,-1.52,0.1,-0.25,-0.12
2022-02-17 5:46:34.6240 p.m.,-0.25,1.34,-1.22,0.05,-0.3,-0.14
2022-02-17 5:46:34.6340 p.m.,-0.18,1.36,-1.01,0.02,-0.33,-0.16
2022-02-17 5:46:34.6440 p.m.,-0.05,1.41,-0.83,0.02,-0.36,-0.18
2022-02-17 5:46:34.6540 p.m.,0.03,1.38,-0.74,0.02,-0.36,-0.18
2022-02-17 5:46:34.6640 p.m.,0.1,1.35,-0.68,0.09,-0.31,-0.18
2022-02-17 5:46:34.6740 p.m.,0.16,1.3,-0.59,0.12,-0.25,-0.17
2022-02-17 5:46:34.6840 p.m.,0.24,1.19,-0.33,0.16,-0.23,-0.18
2022-02-17 5:46:34.6940 p.m.,0.32,0.92,0.12,0.21,-0.27,-0.25
2022-02-17 5:46:34.7040 p.m.,0.32,0.59,0.58,0.27,-0.33,-0.33
2022-02-17 5:46:34.7140 p.m.,0.5,0.45,0.83,0.29,-0.34,-0.41
2022-02-17 5:46:34.7240 p.m.,0.7,0.42,0.92,0.28,-0.3,-0.5
2022-02-17 5:46:34.7340 p.m.,0.81,0.34,1.03,0.21,-0.19,-0.57
2022-02-17 5:46:34.7440 p.m.,0.84,0.22,1.33,0.12,-0.05,-0.63
2022-02-17 5:46:34.7540 p.m.,0.8,0.04,1.82,0.07,0.04,-0.69
2022-02-17 5:46:34.7640 p.m.,0.67,-0.04,2.41,0.04,0.04,-0.71
2022-02-17 5:46:34.7740 p.m.,0.73,0.01,3.07,0.04,-0.07,-0.74
2022-02-17 5:46:34.7840 p.m.,0.71,0.01,3.61,0.05,-0.26,-0.8
2022-02-17 5:46:34.7940 p.m.,0.74,0,3.79,0.04,-0.44,-0.86
2022-02-17 5:46:34.8040 p.m.,0.94,0.01,3.67,-0.01,-0.56,-0.91
2022-02-17 5:46:34.8140 p.m.,1.12,-0.02,3.3,-0.07,-0.61,-0.94
2022-02-17 5:46:34.8240 p.m.,1.35,0.05,2.8,-0.12,-0.61,-0.96
2022-02-17 5:46:34.8340 p.m.,1.52,0.03,2.28,-0.15,-0.52,-0.98
2022-02-17 5:46:34.8450 p.m.,1.46,-0.35,1.77,-0.19,-0.38,-1.02
2022-02-17 5:46:34.8550 p.m.,1.34,-0.77,1.43,-0.25,-0.2,-1.12
2022-02-17 5:46:34.8650 p.m.,1.18,-1.27,1.31,-0.31,-0.07,-1.21
2022-02-17 5:46:34.8750 p.m.,1.09,-1.57,1.56,-0.28,-0.08,-1.29
2022-02-17 5:46:34.8850 p.m.,0.89,-1.76,1.7,-0.14,-0.2,-1.36
2022-02-17 5:46:34.8950 p.m.,0.66,-1.91,1.58,-0.14,-0.2,-1.36
2022-02-17 5:46:34.9050 p.m.,0.62,-1.97,1.24,0.26,-0.57,-1.44
2022-02-17 5:46:34.9150 p.m.,0.79,-1.9,0.65,0.38,-0.67,-1.45
2022-02-17 5:46:34.9250 p.m.,1.08,-1.72,0.01,0.41,-0.67,-1.47
2022-02-17 5:46:34.9350 p.m.,1.27,-1.6,-0.44,0.36,-0.62,-1.5
2022-02-17 5:46:34.9450 p.m.,1.39,-1.46,-0.74,0.36,-0.62,-1.5
2022-02-17 5:46:34.9550 p.m.,1.56,-1.29,-0.81,0.15,-0.49,-1.55
2022-02-17 5:46:34.9650 p.m.,1.59,-1.18,-0.76,0.11,-0.48,-1.57
2022-02-17 5:46:34.9750 p.m.,1.55,-1.06,-0.72,0.11,-0.48,-1.56
2022-02-17 5:46:34.9850 p.m.,1.47,-0.88,-0.74,0.11,-0.48,-1.56
2022-02-17 5:46:34.9950 p.m.,1.44,-0.76,-0.75,0.06,-0.46,-1.48
2022-02-17 5:46:35.0050 p.m.,1.47,-0.69,-0.68,-0.01,-0.42,-1.44
2022-02-17 5:46:35.0150 p.m.,1.34,-0.67,-0.77,-0.1,-0.34,-1.37
2022-02-17 5:46:35.0250 p.m.,1.39,-0.58,-0.75,-0.1,-0.34,-1.37
2022-02-17 5:46:35.0350 p.m.,1.34,-0.56,-0.71,-0.16,-0.24,-1.3
2022-02-17 5:46:35.0450 p.m.,1.15,-0.61,-0.6,-0.13,-0.11,-1.16
2022-02-17 5:46:35.0550 p.m.,1.01,-0.66,-0.44,-0.11,-0.1,-1.1
2022-02-17 5:46:35.0660 p.m.,0.9,-0.72,-0.25,-0.1,-0.16,-1.03
2022-02-17 5:46:35.0760 p.m.,0.85,-0.77,-0.09,-0.11,-0.26,-0.97
2022-02-17 5:46:35.0860 p.m.,0.81,-0.8,-0.06,-0.13,-0.38,-0.92
2022-02-17 5:46:35.0950 p.m.,0.82,-0.84,-0.11,-0.13,-0.38,-0.92
2022-02-17 5:46:35.1060 p.m.,0.88,-0.88,-0.19,-0.22,-0.56,-0.83
2022-02-17 5:46:35.1160 p.m.,0.91,-0.89,-0.36,-0.23,-0.61,-0.81
2022-02-17 5:46:35.1260 p.m.,0.91,-0.9,-0.58,-0.23,-0.63,-0.77
2022-02-17 5:46:35.1360 p.m.,0.93,-0.87,-0.76,-0.21,-0.63,-0.74
2022-02-17 5:46:35.1460 p.m.,0.95,-0.86,-0.91,-0.18,-0.65,-0.74
2022-02-17 5:46:35.1560 p.m.,0.92,-0.93,-1.01,-0.15,-0.65,-0.75
2022-02-17 5:46:35.1660 p.m.,0.93,-0.93,-1.11,-0.13,-0.65,-0.77
2022-02-17 5:46:35.1760 p.m.,0.94,-0.81,-1.29,-0.12,-0.61,-0.77
2022-02-17 5:46:35.1860 p.m.,0.95,-0.63,-1.48,-0.11,-0.56,-0.79
